target,model_name,feature_group,train_start,train_end,test_start,test_end,n_predictions,first_prediction_date,last_prediction_date,positive_rate_actual,positive_rate_predicted,accuracy,balanced_accuracy,precision,recall,F1,Brier_score,average_predicted_probability,degenerate_classifier,ROC_AUC
next_5d_vol_expansion,random_forest,combined,2015-02-02,2026-02-02,2026-02-03,2026-06-10,89,2026-02-03,2026-06-10,0.4606741573033708,0.3595505617977528,0.8314606741573034,0.8224085365853658,0.90625,0.7073170731707317,0.7945205479452054,0.1586081756872959,0.45052396956052226,False,0.9242886178861789
next_21d_vol_expansion,logistic,rv_only,2014-04-03,2019-04-03,2019-04-04,2020-04-03,253,2019-04-04,2020-04-03,0.5454545454545454,0.4150197628458498,0.7035573122529645,0.7130434782608697,0.8,0.6086956521739131,0.691358024691358,0.21853740796132173,0.40894457370019704,False,0.7771896660365469
next_21d_vol_expansion,logistic,rv_only,2014-04-03,2020-04-03,2020-04-04,2021-04-03,250,2020-04-06,2021-04-01,0.412,0.22,0.696,0.6514100785945446,0.7454545454545455,0.39805825242718446,0.5189873417721519,0.19553094610270597,0.3131280810179847,False,0.8016643550624134
next_21d_vol_expansion,logistic,rv_only,2014-04-03,2021-04-03,2021-04-04,2022-04-03,253,2021-04-05,2022-04-01,0.5691699604743083,0.40711462450592883,0.7351778656126482,0.7528669724770642,0.8737864077669902,0.625,0.728744939271255,0.218637223427368,0.42554053036180645,False,0.7765035677879715
next_21d_vol_expansion,logistic,rv_only,2014-04-03,2022-04-03,2022-04-04,2023-04-03,251,2022-04-04,2023-04-03,0.40239043824701193,0.03187250996015936,0.6135458167330677,0.523036303630363,0.75,0.0594059405940594,0.11009174311926606,0.22802422957270105,0.27756441608047194,False,0.6957755775577558
next_21d_vol_expansion,logistic,rv_only,2014-04-03,2023-04-03,2023-04-04,2024-04-03,251,2023-04-04,2024-04-03,0.5378486055776892,0.5697211155378487,0.7529880478087649,0.7491379310344828,0.7552447552447552,0.8,0.7769784172661871,0.21429923243581586,0.5104181297656067,False,0.7999361430395914
next_21d_vol_expansion,logistic,rv_only,2014-04-03,2024-04-03,2024-04-04,2025-04-03,251,2024-04-04,2025-04-03,0.5258964143426295,0.47808764940239046,0.7211155378486056,0.7228482302011714,0.7583333333333333,0.6893939393939394,0.7222222222222222,0.21080344066685,0.4763903763682841,False,0.7592309651133181
next_21d_vol_expansion,logistic,rv_only,2014-04-03,2025-04-03,2025-04-04,2026-04-03,250,2025-04-04,2026-04-02,0.456,0.612,0.596,0.6066821465428277,0.5424836601307189,0.7280701754385965,0.6217228464419475,0.24229965978253296,0.5101701409844989,False,0.6256449948400413
next_21d_vol_expansion,logistic,rv_only,2014-04-03,2026-04-03,2026-04-04,2026-05-18,31,2026-04-06,2026-05-18,0.2903225806451613,0.41935483870967744,0.8709677419354839,0.9090909090909092,0.6923076923076923,1.0,0.8181818181818182,0.12459779474120626,0.3978844825399111,False,0.9898989898989898
next_21d_vol_expansion,random_forest,rv_only,2014-04-03,2019-04-03,2019-04-04,2020-04-03,253,2019-04-04,2020-04-03,0.5454545454545454,0.5098814229249012,0.5533596837944664,0.5528985507246377,0.5968992248062015,0.5579710144927537,0.5767790262172284,0.2917221361299123,0.4447806646899445,False,0.5906427221172023
next_21d_vol_expansion,random_forest,rv_only,2014-04-03,2020-04-03,2020-04-04,2021-04-03,250,2020-04-06,2021-04-01,0.412,0.256,0.612,0.5712634568390463,0.546875,0.33980582524271846,0.41916167664670656,0.24367625244660504,0.31508703833361595,False,0.6415032032230368
next_21d_vol_expansion,random_forest,rv_only,2014-04-03,2021-04-03,2021-04-04,2022-04-03,253,2021-04-05,2022-04-01,0.5691699604743083,0.33201581027667987,0.7233201581027668,0.7513697757390418,0.9404761904761905,0.5486111111111112,0.6929824561403509,0.19211666129442734,0.4181678626490006,False,0.8336518858307849
next_21d_vol_expansion,random_forest,rv_only,2014-04-03,2022-04-03,2022-04-04,2023-04-03,251,2022-04-04,2023-04-03,0.40239043824701193,0.1394422310756972,0.5936254980079682,0.5241584158415842,0.4857142857142857,0.16831683168316833,0.25,0.3164108081568843,0.2083117253175495,False,0.6258415841584158
next_21d_vol_expansion,random_forest,rv_only,2014-04-03,2023-04-03,2023-04-04,2024-04-03,251,2023-04-04,2024-04-03,0.5378486055776892,0.3346613545816733,0.6613545816733067,0.6748722860791826,0.7976190476190477,0.4962962962962963,0.6118721461187214,0.22419314319740027,0.4306466505782407,False,0.728352490421456
next_21d_vol_expansion,random_forest,rv_only,2014-04-03,2024-04-03,2024-04-04,2025-04-03,251,2024-04-04,2025-04-03,0.5258964143426295,0.3705179282868526,0.6932270916334662,0.7004710975299211,0.7956989247311828,0.5606060606060606,0.6577777777777778,0.22198830461975144,0.4277149547918323,False,0.7307104660045837
next_21d_vol_expansion,random_forest,rv_only,2014-04-03,2025-04-03,2025-04-04,2026-04-03,250,2025-04-04,2026-04-02,0.456,0.404,0.596,0.5882352941176471,0.5643564356435643,0.5,0.5302325581395348,0.23752420888806283,0.46827877086797853,False,0.6509932920536635
next_21d_vol_expansion,random_forest,rv_only,2014-04-03,2026-04-03,2026-04-04,2026-05-18,31,2026-04-06,2026-05-18,0.2903225806451613,0.3225806451612903,0.9032258064516129,0.898989898989899,0.8,0.8888888888888888,0.8421052631578947,0.0938136637205666,0.3964697779626264,False,0.9898989898989898
next_21d_vol_expansion,logistic,vix_only,2014-12-31,2019-12-31,2020-01-01,2020-12-31,253,2020-01-02,2020-12-31,0.47035573122529645,0.09090909090909091,0.6126482213438735,0.5887056315063339,0.9565217391304348,0.18487394957983194,0.30985915492957744,0.2739397165502191,0.18860353798691099,False,0.7845227643296123
next_21d_vol_expansion,logistic,vix_only,2014-12-31,2020-12-31,2021-01-01,2021-12-31,252,2021-01-04,2021-12-31,0.5396825396825397,0.48412698412698413,0.626984126984127,0.6290567951318458,0.6721311475409836,0.6029411764705882,0.6356589147286822,0.2296486657404786,0.47600251870298516,False,0.6869929006085193
next_21d_vol_expansion,logistic,vix_only,2014-12-31,2021-12-31,2022-01-01,2022-12-31,251,2022-01-03,2022-12-30,0.4940239043824701,0.20717131474103587,0.6095617529880478,0.6060769621539243,0.75,0.31451612903225806,0.4431818181818182,0.23358018998745006,0.37077790593405147,False,0.7154559309118618
next_21d_vol_expansion,logistic,vix_only,2014-12-31,2022-12-31,2023-01-01,2023-12-31,250,2023-01-03,2023-12-29,0.456,0.712,0.552,0.5712074303405573,0.5056179775280899,0.7894736842105263,0.6164383561643836,0.24178494428403202,0.5352071794058156,False,0.6262899896800825
next_21d_vol_expansion,logistic,vix_only,2014-12-31,2023-12-31,2024-01-01,2024-12-31,252,2024-01-02,2024-12-31,0.5079365079365079,0.5833333333333334,0.5833333333333334,0.58203125,0.5782312925170068,0.6640625,0.6181818181818182,0.24239677788498823,0.4960411015525245,False,0.6139742943548387
next_21d_vol_expansion,logistic,vix_only,2014-12-31,2024-12-31,2025-01-01,2025-12-31,250,2025-01-02,2025-12-31,0.432,0.424,0.576,0.5669014084507042,0.5094339622641509,0.5,0.5046728971962616,0.23482505813171303,0.4620596033693974,False,0.6065466875326031
next_21d_vol_expansion,logistic,vix_only,2014-12-31,2025-12-31,2026-01-01,2026-05-18,94,2026-01-02,2026-05-18,0.6276595744680851,0.39361702127659576,0.5957446808510638,0.6314769975786925,0.7837837837837838,0.4915254237288136,0.6041666666666666,0.23104715970054998,0.45257726029380013,False,0.7443099273607748
next_21d_vol_expansion,random_forest,vix_only,2014-12-31,2019-12-31,2020-01-01,2020-12-31,253,2020-01-02,2020-12-31,0.47035573122529645,0.1857707509881423,0.5810276679841897,0.5626175843471717,0.6382978723404256,0.25210084033613445,0.3614457831325301,0.2465767390157408,0.31945174983052826,False,0.6897968142480873
next_21d_vol_expansion,random_forest,vix_only,2014-12-31,2020-12-31,2021-01-01,2021-12-31,252,2021-01-04,2021-12-31,0.5396825396825397,0.16666666666666666,0.5317460317460317,0.5585699797160244,0.7142857142857143,0.22058823529411764,0.33707865168539325,0.2699566410151668,0.3581281917914047,False,0.6320993914807302
next_21d_vol_expansion,random_forest,vix_only,2014-12-31,2021-12-31,2022-01-01,2022-12-31,251,2022-01-03,2022-12-30,0.4940239043824701,0.2908366533864542,0.5657370517928287,0.563246126492253,0.6027397260273972,0.3548387096774194,0.4467005076142132,0.24796388306434702,0.40810889347649726,False,0.6268732537465075
next_21d_vol_expansion,random_forest,vix_only,2014-12-31,2022-12-31,2023-01-01,2023-12-31,250,2023-01-03,2023-12-29,0.456,0.536,0.608,0.6120356037151703,0.5597014925373134,0.6578947368421053,0.6048387096774194,0.23876169787135124,0.510559807548144,False,0.6285474716202271
next_21d_vol_expansion,random_forest,vix_only,2014-12-31,2023-12-31,2024-01-01,2024-12-31,252,2024-01-02,2024-12-31,0.5079365079365079,0.49603174603174605,0.5515873015873016,0.5516633064516129,0.56,0.546875,0.5533596837944664,0.23773831218018623,0.4923836841572638,False,0.6277721774193549
next_21d_vol_expansion,random_forest,vix_only,2014-12-31,2024-12-31,2025-01-01,2025-12-31,250,2025-01-02,2025-12-31,0.432,0.428,0.572,0.5633802816901409,0.5046728971962616,0.5,0.5023255813953489,0.24763598309051718,0.45408934934028744,False,0.5938967136150235
next_21d_vol_expansion,random_forest,vix_only,2014-12-31,2025-12-31,2026-01-01,2026-05-18,94,2026-01-02,2026-05-18,0.6276595744680851,0.39361702127659576,0.6382978723404256,0.676997578692494,0.8378378378378378,0.5254237288135594,0.6458333333333334,0.22972539543969442,0.44770061154809077,False,0.7462469733656174
next_21d_vol_expansion,logistic,vrp_only,2015-02-02,2020-02-02,2020-02-03,2021-02-02,253,2020-02-03,2021-02-02,0.4624505928853755,0.5770750988142292,0.7035573122529645,0.7105329311211664,0.6438356164383562,0.8034188034188035,0.714828897338403,0.2053466458212905,0.560458657983236,False,0.7921065862242334
next_21d_vol_expansion,logistic,vrp_only,2015-02-02,2021-02-02,2021-02-03,2022-02-02,253,2021-02-03,2022-02-02,0.549407114624506,0.43478260869565216,0.758893280632411,0.7679540578063865,0.8545454545454545,0.6762589928057554,0.7550200803212851,0.16558512625862262,0.509487761278349,False,0.8383819260381168
next_21d_vol_expansion,logistic,vrp_only,2015-02-02,2022-02-02,2022-02-03,2023-02-02,251,2022-02-03,2023-02-02,0.4103585657370518,0.043824701195219126,0.6095617529880478,0.5286998163211756,0.7272727272727273,0.07766990291262135,0.14035087719298245,0.23087650662703033,0.2526489580836195,False,0.7630543164523746
next_21d_vol_expansion,logistic,vrp_only,2015-02-02,2023-02-02,2023-02-03,2024-02-02,251,2023-02-03,2024-02-02,0.5378486055776892,0.26294820717131473,0.6215139442231076,0.6402618135376756,0.803030303030303,0.3925925925925926,0.527363184079602,0.21943671652311317,0.4206782512091245,False,0.7662835249042146
next_21d_vol_expansion,logistic,vrp_only,2015-02-02,2024-02-02,2024-02-03,2025-02-02,249,2024-02-05,2025-01-31,0.42971887550200805,0.3614457831325301,0.8032128514056225,0.7894563643543504,0.8222222222222222,0.6915887850467289,0.751269035532995,0.15622733109928374,0.4477959700388991,False,0.848361195208635
next_21d_vol_expansion,logistic,vrp_only,2015-02-02,2025-02-02,2025-02-03,2026-02-02,251,2025-02-03,2026-02-02,0.5099601593625498,0.5378486055776892,0.6852589641434262,0.6845782520325203,0.6814814814814815,0.71875,0.6996197718631179,0.21386466071223048,0.522605848282014,False,0.7172891260162602
next_21d_vol_expansion,logistic,vrp_only,2015-02-02,2026-02-02,2026-02-03,2026-05-18,73,2026-02-03,2026-05-18,0.5205479452054794,0.589041095890411,0.8767123287671232,0.8736842105263158,0.8372093023255814,0.9473684210526315,0.8888888888888888,0.13265884512522247,0.5834338370749138,False,0.9323308270676691
next_21d_vol_expansion,random_forest,vrp_only,2015-02-02,2020-02-02,2020-02-03,2021-02-02,253,2020-02-03,2021-02-02,0.4624505928853755,0.5375494071146245,0.7035573122529645,0.7075477626948214,0.6544117647058824,0.7606837606837606,0.7035573122529645,0.18613583160863792,0.5081459555807775,False,0.7937719959778783
next_21d_vol_expansion,random_forest,vrp_only,2015-02-02,2021-02-02,2021-02-03,2022-02-02,253,2021-02-03,2022-02-02,0.549407114624506,0.4031620553359684,0.766798418972332,0.7790925154613152,0.8921568627450981,0.6546762589928058,0.7551867219917012,0.1704901038375235,0.5008282390853144,False,0.8234254701501957
next_21d_vol_expansion,random_forest,vrp_only,2015-02-02,2022-02-02,2022-02-03,2023-02-02,251,2022-02-03,2023-02-02,0.4103585657370518,0.17131474103585656,0.6414342629482072,0.5852466544214117,0.6511627906976745,0.27184466019417475,0.3835616438356164,0.21250303792265415,0.2900015262547558,False,0.7642351088953031
next_21d_vol_expansion,random_forest,vrp_only,2015-02-02,2023-02-02,2023-02-03,2024-02-02,251,2023-02-03,2024-02-02,0.5378486055776892,0.41434262948207173,0.6772908366533864,0.6848339719029374,0.7596153846153846,0.5851851851851851,0.6610878661087866,0.2094767326544791,0.46575973215413946,False,0.7564495530012771
next_21d_vol_expansion,random_forest,vrp_only,2015-02-02,2024-02-02,2024-02-03,2025-02-02,249,2024-02-05,2025-01-31,0.42971887550200805,0.5502008032128514,0.7188755020080321,0.7304857180465973,0.635036496350365,0.8130841121495327,0.7131147540983607,0.1813854576775605,0.5064388915503171,False,0.8107147558246676
next_21d_vol_expansion,random_forest,vrp_only,2015-02-02,2025-02-02,2025-02-03,2026-02-02,251,2025-02-03,2026-02-02,0.5099601593625498,0.5657370517928287,0.6414342629482072,0.6401803861788617,0.6338028169014085,0.703125,0.6666666666666666,0.20099132367892636,0.5130905223034599,False,0.7560340447154471
next_21d_vol_expansion,random_forest,vrp_only,2015-02-02,2026-02-02,2026-02-03,2026-05-18,73,2026-02-03,2026-05-18,0.5205479452054794,0.6027397260273972,0.7808219178082192,0.7770676691729324,0.75,0.868421052631579,0.8048780487804879,0.17193959607098236,0.5393558201539242,False,0.8368421052631578
next_21d_vol_expansion,logistic,extreme_vrp,2015-02-02,2020-02-02,2020-02-03,2021-02-02,253,2020-02-03,2021-02-02,0.4624505928853755,0.33992094861660077,0.6403162055335968,0.6290221216691805,0.6511627906976745,0.47863247863247865,0.5517241379310345,0.22392945162200995,0.5141506686798182,False,0.7610608345902463
next_21d_vol_expansion,logistic,extreme_vrp,2015-02-02,2021-02-02,2021-02-03,2022-02-02,253,2021-02-03,2022-02-02,0.549407114624506,0.06719367588932806,0.5019762845849802,0.5451849047078127,0.8823529411764706,0.1079136690647482,0.19230769230769232,0.23607574867333259,0.4532250422913533,False,0.5670200681560016
next_21d_vol_expansion,logistic,extreme_vrp,2015-02-02,2022-02-02,2022-02-03,2023-02-02,251,2022-02-03,2023-02-02,0.4103585657370518,0.1752988047808765,0.5816733067729084,0.5242390448701129,0.4772727272727273,0.20388349514563106,0.2857142857142857,0.2197449220312018,0.4217719238638046,False,0.6538966150616636
next_21d_vol_expansion,logistic,extreme_vrp,2015-02-02,2023-02-02,2023-02-03,2024-02-02,251,2023-02-03,2024-02-02,0.5378486055776892,0.05976095617529881,0.4581673306772908,0.49144316730523624,0.4666666666666667,0.05185185185185185,0.09333333333333334,0.2443636392596156,0.48127196715782805,False,0.6307790549169858
next_21d_vol_expansion,logistic,extreme_vrp,2015-02-02,2024-02-02,2024-02-03,2025-02-02,249,2024-02-05,2025-01-31,0.42971887550200805,0.3333333333333333,0.6305220883534136,0.6092536527576675,0.5903614457831325,0.45794392523364486,0.5157894736842106,0.21240702722994384,0.4741235330712286,False,0.7002106094510991
next_21d_vol_expansion,logistic,extreme_vrp,2015-02-02,2025-02-02,2025-02-03,2026-02-02,251,2025-02-03,2026-02-02,0.5099601593625498,0.09163346613545817,0.5418326693227091,0.5499872967479675,0.782608695652174,0.140625,0.23841059602649006,0.23673634240909955,0.4662848789858128,False,0.6955665650406504
next_21d_vol_expansion,logistic,extreme_vrp,2015-02-02,2026-02-02,2026-02-03,2026-05-18,73,2026-02-03,2026-05-18,0.5205479452054794,0.3013698630136986,0.726027397260274,0.7345864661654136,0.9090909090909091,0.5263157894736842,0.6666666666666666,0.20314989649571397,0.5347847992192216,False,0.8218045112781954
next_21d_vol_expansion,random_forest,extreme_vrp,2015-02-02,2020-02-02,2020-02-03,2021-02-02,253,2020-02-03,2021-02-02,0.4624505928853755,0.35177865612648224,0.5177865612648221,0.5066930618401206,0.47191011235955055,0.358974358974359,0.4077669902912621,0.24205833831546122,0.4686089830442314,False,0.5939228255404726
next_21d_vol_expansion,random_forest,extreme_vrp,2015-02-02,2021-02-02,2021-02-03,2022-02-02,253,2021-02-03,2022-02-02,0.549407114624506,0.43478260869565216,0.5612648221343873,0.5683768774454121,0.6272727272727273,0.49640287769784175,0.5542168674698795,0.25131364862290595,0.46009981440066566,False,0.6197147545121797
next_21d_vol_expansion,random_forest,extreme_vrp,2015-02-02,2022-02-02,2022-02-03,2023-02-02,251,2022-02-03,2023-02-02,0.4103585657370518,0.350597609561753,0.6374501992031872,0.6143400682235634,0.5681818181818182,0.4854368932038835,0.5235602094240838,0.21488904536880626,0.3891594008396883,False,0.7081474678562057
next_21d_vol_expansion,random_forest,extreme_vrp,2015-02-02,2023-02-02,2023-02-03,2024-02-02,251,2023-02-03,2024-02-02,0.5378486055776892,0.3745019920318725,0.5099601593625498,0.5195721583652618,0.5638297872340425,0.3925925925925926,0.462882096069869,0.26200128918078575,0.4771457848232587,False,0.5588761174968072
next_21d_vol_expansion,random_forest,extreme_vrp,2015-02-02,2024-02-02,2024-02-03,2025-02-02,249,2024-02-05,2025-01-31,0.42971887550200805,0.4979919678714859,0.6104417670682731,0.61237988679742,0.5403225806451613,0.6261682242990654,0.5800865800865801,0.2304586113565721,0.4823814915352274,False,0.669408977227853
next_21d_vol_expansion,random_forest,extreme_vrp,2015-02-02,2025-02-02,2025-02-03,2026-02-02,251,2025-02-03,2026-02-02,0.5099601593625498,0.4541832669322709,0.5537848605577689,0.5547192581300813,0.5701754385964912,0.5078125,0.5371900826446281,0.2598801489147212,0.46212497490064547,False,0.5728213922764228
next_21d_vol_expansion,random_forest,extreme_vrp,2015-02-02,2026-02-02,2026-02-03,2026-05-18,73,2026-02-03,2026-05-18,0.5205479452054794,0.4657534246575342,0.6164383561643836,0.6180451127819548,0.6470588235294118,0.5789473684210527,0.6111111111111112,0.2174999742288932,0.49917746940933305,False,0.7075187969924812
next_21d_vol_expansion,logistic,combined,2015-02-02,2020-02-02,2020-02-03,2021-02-02,253,2020-02-03,2021-02-02,0.4624505928853755,0.4743083003952569,0.6403162055335968,0.6391716943187531,0.6083333333333333,0.6239316239316239,0.6160337552742616,0.2744597014979418,0.476475399943643,False,0.7171945701357466
next_21d_vol_expansion,logistic,combined,2015-02-02,2021-02-02,2021-02-03,2022-02-02,253,2021-02-03,2022-02-02,0.549407114624506,0.4426877470355731,0.758893280632411,0.767165215196264,0.8482142857142857,0.6834532374100719,0.7569721115537849,0.16653358516101419,0.498983871180683,False,0.8405906853464596
next_21d_vol_expansion,logistic,combined,2015-02-02,2022-02-02,2022-02-03,2023-02-02,251,2022-02-03,2023-02-02,0.4103585657370518,0.027888446215139442,0.5936254980079682,0.5092823405930202,0.5714285714285714,0.038834951456310676,0.07272727272727272,0.23512618895224904,0.20038859159826983,False,0.8445945945945946
next_21d_vol_expansion,logistic,combined,2015-02-02,2023-02-02,2023-02-03,2024-02-02,251,2023-02-03,2024-02-02,0.5378486055776892,0.20717131474103587,0.6055776892430279,0.6284802043422733,0.8461538461538461,0.32592592592592595,0.47058823529411764,0.22741945183530324,0.37025297369973004,False,0.789655172413793
next_21d_vol_expansion,logistic,combined,2015-02-02,2024-02-02,2024-02-03,2025-02-02,249,2024-02-05,2025-01-31,0.42971887550200805,0.3815261044176707,0.7831325301204819,0.7718507305515334,0.7789473684210526,0.6915887850467289,0.7326732673267327,0.16704562311903282,0.48075443557915987,False,0.8257206792154798
next_21d_vol_expansion,logistic,combined,2015-02-02,2025-02-02,2025-02-03,2026-02-02,251,2025-02-03,2026-02-02,0.5099601593625498,0.5856573705179283,0.6533864541832669,0.6517403455284553,0.6394557823129252,0.734375,0.6836363636363636,0.22870687804085177,0.5533064005060866,False,0.7000127032520326
next_21d_vol_expansion,logistic,combined,2015-02-02,2026-02-02,2026-02-03,2026-05-18,73,2026-02-03,2026-05-18,0.5205479452054794,0.6712328767123288,0.821917808219178,0.8154135338345865,0.7551020408163265,0.9736842105263158,0.8505747126436781,0.14213881178971938,0.5983305255811451,False,0.9300751879699247
next_21d_vol_expansion,random_forest,combined,2015-02-02,2020-02-02,2020-02-03,2021-02-02,253,2020-02-03,2021-02-02,0.4624505928853755,0.4426877470355731,0.7114624505928854,0.7083333333333333,0.6964285714285714,0.6666666666666666,0.6812227074235808,0.19607855981031388,0.4247019540621275,False,0.7690422322775264
next_21d_vol_expansion,random_forest,combined,2015-02-02,2021-02-02,2021-02-03,2022-02-02,253,2021-02-03,2022-02-02,0.549407114624506,0.45849802371541504,0.758893280632411,0.7655875299760192,0.8362068965517241,0.697841726618705,0.7607843137254902,0.17888918882015561,0.5128044447726711,False,0.8073961883125078
next_21d_vol_expansion,random_forest,combined,2015-02-02,2022-02-02,2022-02-03,2023-02-02,251,2022-02-03,2023-02-02,0.4103585657370518,0.05179282868525897,0.6175298804780877,0.5384085541852532,0.7692307692307693,0.0970873786407767,0.1724137931034483,0.25404476586928615,0.1732637138457142,False,0.7854893728680136
next_21d_vol_expansion,random_forest,combined,2015-02-02,2023-02-02,2023-02-03,2024-02-02,251,2023-02-03,2024-02-02,0.5378486055776892,0.33067729083665337,0.5856573705179283,0.5990421455938697,0.6867469879518072,0.4222222222222222,0.5229357798165137,0.22426011609223728,0.4302673664466454,False,0.7324393358876118
next_21d_vol_expansion,random_forest,combined,2015-02-02,2024-02-02,2024-02-03,2025-02-02,249,2024-02-05,2025-01-31,0.42971887550200805,0.46586345381526106,0.7389558232931727,0.7388771883638279,0.6810344827586207,0.7383177570093458,0.7085201793721974,0.1698311333784655,0.4960986433582615,False,0.8327629327366066
next_21d_vol_expansion,random_forest,combined,2015-02-02,2025-02-02,2025-02-03,2026-02-02,251,2025-02-03,2026-02-02,0.5099601593625498,0.545816733067729,0.6693227091633466,0.6684768800813008,0.6642335766423357,0.7109375,0.6867924528301886,0.20250274250726455,0.5236962280507214,False,0.7569232723577235
next_21d_vol_expansion,random_forest,combined,2015-02-02,2026-02-02,2026-02-03,2026-05-18,73,2026-02-03,2026-05-18,0.5205479452054794,0.410958904109589,0.8356164383561644,0.8398496240601503,0.9333333333333333,0.7368421052631579,0.8235294117647058,0.16755280206338174,0.4905538019818059,False,0.9142857142857143
